timestamp,load_mw,pv_feedin_mw,wind_feedin_mw
2024-01-01 00:00:00,367.22,1.38,3.65
2024-01-01 00:15:00,417.35,0.0,8.65
2024-01-01 00:30:00,679.94,10.33,8.7
2024-01-01 00:45:00,421.56,0.72,9.69
2024-01-01 01:00:00,644.88,12.2,15.55
2024-01-01 01:15:00,569.32,0.0,16.91
2024-01-01 01:30:00,693.82,0.0,15.14
2024-01-01 01:45:00,589.31,15.41,14.74
2024-01-01 02:00:00,379.33,0.0,11.45
2024-01-01 02:15:00,508.32,3.5,11.02
2024-01-01 02:30:00,779.84,2.34,14.95
2024-01-01 02:45:00,877.68,3.73,14.62
2024-01-01 03:00:00,957.6,0.0,13.24
2024-01-01 03:15:00,613.68,11.18,13.62
2024-01-01 03:30:00,896.37,2.37,11.65
2024-01-01 03:45:00,905.8,0.0,12.32
2024-01-01 04:00:00,845.72,6.27,14.31
2024-01-01 04:15:00,948.54,7.78,13.82
2024-01-01 04:30:00,865.76,0.0,14.13
2024-01-01 04:45:00,1094.42,7.13,17.43
2024-01-01 05:00:00,1437.08,5.95,15.94
2024-01-01 05:15:00,1375.44,0.0,14.69
2024-01-01 05:30:00,1371.98,5.07,10.85
2024-01-01 05:45:00,1188.29,0.0,5.99
2024-01-01 06:00:00,1276.14,0.0,5.37
2024-01-01 06:15:00,1231.28,3.92,5.35
2024-01-01 06:30:00,1324.59,0.0,9.9
2024-01-01 06:45:00,1281.82,3.17,10.82
2024-01-01 07:00:00,1465.26,0.0,11.34
2024-01-01 07:15:00,1693.37,0.0,10.62
2024-01-01 07:30:00,1766.73,4.63,12.98
2024-01-01 07:45:00,1442.04,17.7,14.05
2024-01-01 08:00:00,1599.03,20.13,13.99
2024-01-01 08:15:00,1902.13,35.09,14.11
2024-01-01 08:30:00,1758.55,29.52,11.87
2024-01-01 08:45:00,1825.27,21.17,7.67
2024-01-01 09:00:00,1802.61,36.63,9.02
2024-01-01 09:15:00,2102.63,46.35,12.98
2024-01-01 09:30:00,1917.85,49.24,15.02
2024-01-01 09:45:00,1831.24,59.46,18.86
