timestamp,load_mw,pv_feedin_mw
2024-01-01 00:00:00,33.88663638630834,0.0
2024-01-01 00:15:00,30.252156264652967,0.0
2024-01-01 00:30:00,29.770484838236452,0.0
2024-01-01 00:45:00,28.208797354696856,0.0
2024-01-01 01:00:00,35.37308968199031,0.0
2024-01-01 01:15:00,33.106667395427394,0.0
2024-01-01 01:30:00,30.371474777078742,0.0
2024-01-01 01:45:00,29.982647170228667,0.0
2024-01-01 02:00:00,36.17193097329069,0.0
2024-01-01 02:15:00,30.06224059125465,0.0
2024-01-01 02:30:00,32.151727017845836,0.0
2024-01-01 02:45:00,35.80855343940878,0.0
2024-01-01 03:00:00,37.75987712000089,0.0
2024-01-01 03:15:00,36.73764023912745,0.0
2024-01-01 03:30:00,42.229995149360526,0.0
2024-01-01 03:45:00,36.13885646327231,0.0
2024-01-01 04:00:00,39.533324995874715,0.0
2024-01-01 04:15:00,41.112581329268636,0.0
2024-01-01 04:30:00,43.732422243597924,0.0
2024-01-01 04:45:00,44.851264378779206,0.0
2024-01-01 05:00:00,44.31387016203913,0.0
2024-01-01 05:15:00,46.35028452666614,0.0
2024-01-01 05:30:00,47.430961217300805,0.0
2024-01-01 05:45:00,51.45981071973015,0.0
2024-01-01 06:00:00,50.5016907881684,0.0
2024-01-01 06:15:00,52.09196315556552,0.0
2024-01-01 06:30:00,51.318935897000394,0.0
2024-01-01 06:45:00,53.55654780530826,0.0
2024-01-01 07:00:00,54.625437382945364,0.0
2024-01-01 07:15:00,58.88564917457486,1.4761275160067355
2024-01-01 07:30:00,58.638587874400855,2.276790186860361
2024-01-01 07:45:00,62.13068026123697,5.8791797484317705
2024-01-01 08:00:00,63.95740063973668,8.471522706926894
2024-01-01 08:15:00,62.01841700765513,10.831908065573936
2024-01-01 08:30:00,62.43359353867519,11.006716772262452
2024-01-01 08:45:00,63.99171011947353,12.613845181010959
2024-01-01 09:00:00,67.24847759406178,15.941308966132455
2024-01-01 09:15:00,68.07249276160165,17.033427043210505
2024-01-01 09:30:00,68.0538225597972,16.89411461221237
2024-01-01 09:45:00,67.47096756268402,18.22533621840191
2024-01-01 10:00:00,63.503945116642186,21.758046599580656
2024-01-01 10:15:00,66.83962757591448,22.117097807649063
2024-01-01 10:30:00,67.70915323937861,24.514699477890645
2024-01-01 10:45:00,65.86871745430896,24.778430566085905
2024-01-01 11:00:00,69.98845600665081,26.54914089324086
2024-01-01 11:15:00,68.79174947961947,27.55414410189058
2024-01-01 11:30:00,72.59457162101428,28.472088095033804
2024-01-01 11:45:00,66.9685546607047,28.965884047528938
2024-01-01 12:00:00,69.56528558976466,29.97970118589553
2024-01-01 12:15:00,69.87297886063635,26.553060008041925
2024-01-01 12:30:00,69.57006082689138,28.82721894105711
2024-01-01 12:45:00,70.39222453218295,30.912532306125215
2024-01-01 13:00:00,67.82262232510872,29.399801992461185
2024-01-01 13:15:00,69.70509767334205,28.967991123035937
2024-01-01 13:30:00,71.70551268830012,28.904680385066104
2024-01-01 13:45:00,67.2908411166053,29.73333021671972
2024-01-01 14:00:00,67.10728962889571,29.235954165776445
2024-01-01 14:15:00,65.54888101215849,29.64506835991381
2024-01-01 14:30:00,63.77687713877018,26.04833074992978
2024-01-01 14:45:00,68.89265822364933,27.76978972181827
2024-01-01 15:00:00,62.09609604811259,25.11406419571319
2024-01-01 15:15:00,61.79123330560036,24.942459641924675
2024-01-01 15:30:00,61.65005102771605,24.384639583372127
2024-01-01 15:45:00,64.16122276096796,23.164569009522413
2024-01-01 16:00:00,62.97375496501084,20.72219276281986
2024-01-01 16:15:00,53.69982670667719,19.74083843469508
2024-01-01 16:30:00,56.6302580314528,17.493356317097433
2024-01-01 16:45:00,54.481417678142684,15.464505479318992
2024-01-01 17:00:00,51.809802564318694,13.892831377941201
2024-01-01 17:15:00,58.73155143352267,12.810562766363274
2024-01-01 17:30:00,53.2162259255462,12.439521218912654
2024-01-01 17:45:00,52.65189872390858,10.442383336913355
2024-01-01 18:00:00,50.549142227756654,8.120515722231511
2024-01-01 18:15:00,47.643881358048176,5.845270564714977
2024-01-01 18:30:00,45.14809969685215,3.6865425962922846
2024-01-01 18:45:00,44.691836603245605,2.140424771323406
2024-01-01 19:00:00,46.05071067285266,0.0
2024-01-01 19:15:00,44.57754308612689,0.0
2024-01-01 19:30:00,43.29236314164255,0.0
2024-01-01 19:45:00,40.99041479951211,0.0
2024-01-01 20:00:00,40.36729865422749,0.0
2024-01-01 20:15:00,41.05162718352024,0.0
2024-01-01 20:30:00,33.87170239827153,0.0
2024-01-01 20:45:00,37.96097875696495,0.0
2024-01-01 21:00:00,33.8385008459991,0.0
2024-01-01 21:15:00,32.19503028348455,0.0
2024-01-01 21:30:00,35.06800621411269,0.0
2024-01-01 21:45:00,32.51099705285391,0.0
2024-01-01 22:00:00,30.927175476104935,0.0
2024-01-01 22:15:00,31.309565715177996,0.0
2024-01-01 22:30:00,31.513692808597447,0.0
2024-01-01 22:45:00,32.309705783049544,0.0
2024-01-01 23:00:00,29.86995395816189,0.0
2024-01-01 23:15:00,30.75026575365185,0.0
2024-01-01 23:30:00,31.207592916045105,0.0
2024-01-01 23:45:00,31.727551380769455,0.0
2024-01-02 00:00:00,30.452914612947538,0.0
2024-01-02 00:15:00,32.45426918842331,0.0
2024-01-02 00:30:00,29.835075842754485,0.0
2024-01-02 00:45:00,29.70188664562233,0.0
2024-01-02 01:00:00,32.78254397585847,0.0
2024-01-02 01:15:00,29.755075541301448,0.0
2024-01-02 01:30:00,32.892639838092116,0.0
2024-01-02 01:45:00,30.37735952884486,0.0
2024-01-02 02:00:00,32.20243606192428,0.0
2024-01-02 02:15:00,34.13830862157104,0.0
2024-01-02 02:30:00,33.13112411492519,0.0
2024-01-02 02:45:00,36.73438493014222,0.0
2024-01-02 03:00:00,36.05593757480481,0.0
2024-01-02 03:15:00,37.92142957540146,0.0
2024-01-02 03:30:00,36.809389496166986,0.0
2024-01-02 03:45:00,40.125759932755784,0.0
2024-01-02 04:00:00,41.92115098741163,0.0
2024-01-02 04:15:00,41.712029575916155,0.0
2024-01-02 04:30:00,41.372257090238506,0.0
2024-01-02 04:45:00,44.21577761844017,0.0
2024-01-02 05:00:00,44.787309432182134,0.0
2024-01-02 05:15:00,46.74453301532037,0.0
2024-01-02 05:30:00,46.01059205306828,0.0
2024-01-02 05:45:00,52.058040211133495,0.0
2024-01-02 06:00:00,50.993350589752154,0.0
2024-01-02 06:15:00,48.6455043030987,0.0
2024-01-02 06:30:00,50.82152760315417,0.0
2024-01-02 06:45:00,56.94769034749875,0.0
2024-01-02 07:00:00,53.29023872515924,0.0
